Nro,PROVINCIA,CANTÓN,PARROQUIA,RAZÓN SOCIAL CONCENTRADOR,RAZÓN SOCIAL IFI,RAZÓN SOCIAL AGENCIA,NOMBRE AGENCIA,TIPO AGENCIA,DIRECCIÓN PRIMARIA AGENCIA / CORRESPONSAL O PUNTO PAGO,full_address,country,admin_area,lon,lat
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00078 CUENCA,BANCA PRIVADA,REMIGIO CRESPO TORAL Y MANUEL MA PALACIOS ESQUINA,"REMIGIO CRESPO TORAL Y MANUEL MA PALACIOS ESQUINA, CUENCA",EC,AZUAY,-79.0152817,-2.9016822
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00037 CENTRO VERGEL,BANCA PRIVADA,BOLIVAR 751 Y LUIS CORDERO,"BOLIVAR 751 Y LUIS CORDERO, CUENCA",EC,AZUAY,-79.0033112,-2.8973655
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,ORTIZ ESPINOZA GLADYS ESTHELA,COMERCIAL VALTIZ,CNB,PADRE AGUIRRE,"PADRE AGUIRRE, CUENCA",EC,AZUAY,-79.0050088,-2.892637300000001
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,MOROCHO RIVERA VERONICA ISABEL,MV CYBER,CNB,PIO BRAVO,"PIO BRAVO, CUENCA",EC,AZUAY,-79.0035709,-2.8919955
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,PACHECO PIEDRA MARIANA DE LA CRUZ,VARIEDADES JOHANVER,CNB,PADRE AGUIRRE,"PADRE AGUIRRE, CUENCA",EC,AZUAY,-79.0050088,-2.892637300000001
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO PICHINCHA,ROMERO CEDEÑO VICENTA ELIZABETH,EL FARO MANABA,CNB,AV LAS AMERICAS,"AV LAS AMERICAS, CUENCA",EC,AZUAY,-79.03496609999999,-2.9100879
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,FLORES MONTESINOS CARLOS ENRIQUE,FARMACIA SOLANO,CNB,AV AMERICAS Y AV DEL CHOFER,"AV AMERICAS Y AV DEL CHOFER, CUENCA",EC,AZUAY,-79.0087894,-2.8863137
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,DUCHIMAZA LEON ALI TITO,CNB CAFÉ INTERNET,CNB,PIO BRAVO 7-13 Y ANTONIO BORRERO CORTAZAR,"PIO BRAVO 7-13 Y ANTONIO BORRERO CORTAZAR, CUENCA",EC,AZUAY,-79.0022293,-2.8923361
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,CARAVAJO QUIZHPI RAUL XAVIER,CNB MULTISERVICIOS LA PRADERA,CNB,ESTEVEZ DE TORAL 13-13 Y VEGA MUÑOZ ESQUINA,"ESTEVEZ DE TORAL 13-13 Y VEGA MUÑOZ ESQUINA, CUENCA",EC,AZUAY,-79.00909279999999,-2.8914091
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,LALANGUI PEREIRA STALIN MARINO,CNB LA PROVIDENCIA,CNB,AVELARDO J ANDRADE L-H5 Y PUCARA,"AVELARDO J ANDRADE L-H5 Y PUCARA, CUENCA",EC,AZUAY,-79.02923299999999,-2.8778167
1,AZUAY,CUENCA,BELLAVISTA,BANRED,BANCO DE GUAYAQUIL,LANDI DIEZ JUAN CARLOS,DIEZNET,CNB,PACCHA VIA PRINCIPAL FRENTE A LA IGLESIA,"PACCHA VIA PRINCIPAL FRENTE A LA IGLESIA, CUENCA",EC,AZUAY,-78.9410763,-2.8881317
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO PICHINCHA,MARTINEZ GUTIERREZ ALEJANDRO,SKULL TATTOO,CNB,AV. PASEO DE LOS CAÑARIS,"AV. PASEO DE LOS CAÑARIS, CUENCA",EC,AZUAY,-78.98967929999999,-2.9036421
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO PICHINCHA,ORTEGA RIVAS GEOVANNA DEL CISNE,MULTIPAÑALES ECONOMICOS,CNB,JUAN JOSE FLORES,"JUAN JOSE FLORES, CUENCA",EC,AZUAY,-78.992676,-2.9008442
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,CABRERA GARAY VERONICA MARGARITA,MINIMARKET EL PARAISO,CNB,AV. PUMAPUNGO S/N Y VIRACOCHABAMBA FRENT,"AV. PUMAPUNGO S/N Y VIRACOCHABAMBA FRENT, CUENCA",EC,AZUAY,-78.9800951,-2.9017442
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,PACHECO PIEDRA MARIANA DE LA CRUZ,VARIEDADES JOHANVER,CNB,PADRE AGUIRRE 12-62 Y VEGA MUÑOZ,"PADRE AGUIRRE 12-62 Y VEGA MUÑOZ, CUENCA",EC,AZUAY,-79.005042,-2.8930013
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,PACHECO PIEDRA MARIANA DE LA CRUZ,VARIEDADES JOHANVER II,CNB,PADRE AGUIRRE 12-62 Y VEGA MUÑOZ,"PADRE AGUIRRE 12-62 Y VEGA MUÑOZ, CUENCA",EC,AZUAY,-79.005042,-2.8930013
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,CORRAL TORAL FEDERICO AGUSTIN,LA PAGADURIA 3,CNB,TARQUI 14-21 Y PIO BRAVO,"TARQUI 14-21 Y PIO BRAVO, CUENCA",EC,AZUAY,-79.0066756,-2.8908424
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,DUCHIMAZA LEON ALI TITO,CAFÉ INTERNET,CNB,PIO BRAVO 7-13 Y ANTONIO BORRERO CORTAZA,"PIO BRAVO 7-13 Y ANTONIO BORRERO CORTAZA, CUENCA",EC,AZUAY,-79.0022293,-2.8923361
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,ARICHABALA ALVEAR HERNAN ALFREDO,MINIMARKET BELLAVISTA,CNB,AV HEROES DE VERDELOMA S/N Y PADRE AGUIR,"AV HEROES DE VERDELOMA S/N Y PADRE AGUIR, CUENCA",EC,AZUAY,-79.0048054,-2.887599
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,BELTRAN TORRES JULIO CESAR,MINIMARKET XB,CNB,AV GONZALEZ SUAREZ 8-08 Y JIJON Y CAAMAN,"AV GONZALEZ SUAREZ 8-08 Y JIJON Y CAAMAN, CUENCA",EC,AZUAY,-78.98909139999999,-2.8994848
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,CARAVAJO QUIZHPI RAUL XAVIER,MULTISERVICIOS LA PRADERA,CNB,ESTEVEZ DE TORAL 13-13 Y VEGA MUÑOZ ESQU,"ESTEVEZ DE TORAL 13-13 Y VEGA MUÑOZ ESQU, CUENCA",EC,AZUAY,-79.00909279999999,-2.8914091
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,CURILLO TIPAN GLENDA PILAR,MULTISERVICIOS GUAPONDELIG,CNB,GUAPONDELIG 4-19 Y AV GONZALEZ SUAREZ,"GUAPONDELIG 4-19 Y AV GONZALEZ SUAREZ, CUENCA",EC,AZUAY,-78.98854659999999,-2.8941096
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,ALVARADO BRAVO CRISTINA DE JESUS,DELIS DEL BARRIO EL CEBOLLAR,CNB,MANUEL TENERIO LAZO Y ARISTOTELES A 2 CU,"MANUEL TENERIO LAZO Y ARISTOTELES A 2 CU, CUENCA",EC,AZUAY,-79.00589649999999,-2.9001285
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,MARCA TIGRE JUAN CARLOS,FRESH MARKET,CNB,COMBATE DE SABUM Y MIRAFLORES A UNA CUAD,"COMBATE DE SABUM Y MIRAFLORES A UNA CUAD, CUENCA",EC,AZUAY,NA,NA
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,PATINO TEJEDOR IRMA NOEMI,TIENDA JEYMITA,CNB,MANUEL TENORIO LAZO Y JOSE MIGUEL ORTEGA,"MANUEL TENORIO LAZO Y JOSE MIGUEL ORTEGA, CUENCA",EC,AZUAY,-79.0123587,-2.8812459
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,ORDONEZ ASTUDILLO ANA CECILIA,COMERCIAL ORDOÑEZ,CNB,GUAPONDELIG GUSTAVO LEMUS ELOY ALFARO ME,"GUAPONDELIG GUSTAVO LEMUS ELOY ALFARO ME, CUENCA",EC,AZUAY,-78.98854659999999,-2.8941096
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,LOJA TAPIA MANUEL ERNESTO,ELVIS RECORDS,CNB,GARCIA MORENO S/N ANTONIO FLOR,"GARCIA MORENO S/N ANTONIO FLOR, CUENCA",EC,AZUAY,-78.99395000000001,-2.8992463
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,RAMON FAREZ MANUEL SALUSTINO,FARMACIA NAYI,CNB,AV 24 DE MAYO S/N 27 DE FEBRERO,"AV 24 DE MAYO S/N 27 DE FEBRERO, CUENCA",EC,AZUAY,-78.96722179999999,-2.8956221
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,VIZHNAY LOJA ALVARO XAVIER,CARNISARIATO,CNB,TOMAS DE HERES 4-106 LUIS CORDERO,"TOMAS DE HERES 4-106 LUIS CORDERO, CUENCA",EC,AZUAY,-79.0012264,-2.8858019
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,CHERREZ ANDRADE PABLO SEBASTIAN,MINIMARKET CACIQUE,CNB,CACIQUE CHAPARRA 2-85 PASEO DE LOS CA&am,"CACIQUE CHAPARRA 2-85 PASEO DE LOS CA&am, CUENCA",EC,AZUAY,-78.99469479999999,-2.9052228
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,PLASENCIA SANCHEZ HENRY FERNANDO,PAPELERIA PLASENCIA,CNB,AV MARÍA AUXILIADORA S/N NO DISPONE,"AV MARÍA AUXILIADORA S/N NO DISPONE, CUENCA",EC,AZUAY,-79.0002263,-2.8983176
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,RODRIGUEZ NIVELO KARLA GABRIELA,SERVIFARMA,CNB,CAMINO A RACAR S/N ABELARDO J ANDRADE,"CAMINO A RACAR S/N ABELARDO J ANDRADE, CUENCA",EC,AZUAY,-79.0296826,-2.8833772
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,CABRERA ALVARADO MIRIAN HORTENCIA,DESPENSA PAPELERIA EL MIRADOR,CNB,CAMINO A LAZARETO 1-48 YAUPI A DOS CUADR,"CAMINO A LAZARETO 1-48 YAUPI A DOS CUADR, CUENCA",EC,AZUAY,-79.007142,-2.883073500000001
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,FAICAN ARAUJO JAZMIN PRISCILA,FARMACIA FAICMEDIC,CNB,VÍCTOR MOISÉS PAUTA S/N LUIS ÁNGEL VELE,"VÍCTOR MOISÉS PAUTA S/N LUIS ÁNGEL VELE, CUENCA",EC,AZUAY,-79.00589649999999,-2.9001285
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,GUZHNAY LEON ANA GABRIELA,AMELIAS,CNB,VIA A GUAJIBAMBA S/N PANAMERICANA NORTE,"VIA A GUAJIBAMBA S/N PANAMERICANA NORTE, CUENCA",EC,AZUAY,-79.00306739999999,-2.8936238
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,MOROCHO LOPEZ ROMNEY STALIN,MEGATIENDA,CNB,DEL CEBOLLAR S/N ABELARDO J ANDRADE,"DEL CEBOLLAR S/N ABELARDO J ANDRADE, CUENCA",EC,AZUAY,-79.02923299999999,-2.8778167
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,PRIETO LEON ALVARO FELIPE,TIENDA,CNB,AV ABELARDO J ANDRADE 5_11 FRANCISCO TAM,"AV ABELARDO J ANDRADE 5_11 FRANCISCO TAM, CUENCA",EC,AZUAY,-79.02533439999999,-2.8815427
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,CHINCHE ANDI VERONICA JACKELINE,EL OFERTON,CNB,VÍA AL VALLE S/N SIN NOMBRE,"VÍA AL VALLE S/N SIN NOMBRE, CUENCA",EC,AZUAY,-78.9775387,-2.9238603
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO DE GUAYAQUIL,URQUIAGA MENDIETA CINTHYA EMPERATRIZ,SKULLTATTOO VENEZUELA,CNB,AV PASEO DE LOS CANARIS MAX HULE Y CACIQ,"AV PASEO DE LOS CANARIS MAX HULE Y CACIQ, CUENCA",EC,AZUAY,-78.9846225,-2.9001697
1,AZUAY,CUENCA,CAÑARIBAMBA,Banco del Pacífico,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,AGENCIA VENTANILLA EXTENSIÓN PASEO DE LO,COAC,Paseo de los Cañaris y Jorge Carrera Andrade,"Paseo de los Cañaris y Jorge Carrera Andrade, CUENCA",EC,AZUAY,-78.990009,-2.9038992
1,AZUAY,CUENCA,CAÑARIBAMBA,BANRED,BANCO PICHINCHA,CAMPOVERDE CABRERA EDWIN OSWALDO,CNB STAGE NET,CNB,ANTONIO BORRERO,"ANTONIO BORRERO, CUENCA",EC,AZUAY,-79.0118312,-2.8961859
1,AZUAY,CUENCA,CHAUCHA,BANCO DESARROLLO DE LOS PUEBLOS SA,COAC AHORRISTA SOLIDARIO,COAC AHORRISTA SOLIDARIO,CUENCA,COAC,SAN GABRIEL DE CHAUCHA,"SAN GABRIEL DE CHAUCHA, CUENCA",EC,AZUAY,-79.4028639,-2.9465255
1,AZUAY,CUENCA,CHECA,Financoop,COOPERATIVA DE AHORRO Y CREDITO LA MERCED LTDA,COOPERATIVA DE AHORRO Y CREDITO LA MERCED LTDA,AGENCIA CHECA,COAC,JUNTO A LA PLAZA CENTRAL,"JUNTO A LA PLAZA CENTRAL, CUENCA",EC,AZUAY,-79.0044893,-2.8974172
1,AZUAY,CUENCA,CHECA,BANRED,BANCO PICHINCHA,GUACHICHULCA AUCAPIÑA ROSA CRUZ,CNB EL PALACIO DORADO,CNB,VIA A CORPANCHE,"VIA A CORPANCHE, CUENCA",EC,AZUAY,-79.00589649999999,-2.9001285
1,AZUAY,CUENCA,CHIQUINTAD,Banco del Pacífico,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,AGENCIA CUENCA 2,COAC,Centro de Chiquintad,"Centro de Chiquintad, CUENCA",EC,AZUAY,-78.9993385,-2.8146251
1,AZUAY,CUENCA,CHIQUINTAD,BANRED,BANCO PICHINCHA,IÑIGUEZ REYES CARLOS EDUARDO,CNB PATAMARKET,CNB,VIA A PATAMARCA,"VIA A PATAMARCA, CUENCA",EC,AZUAY,-78.98323909999999,-2.868866
1,AZUAY,CUENCA,CHIQUINTAD,BANRED,BANCO PICHINCHA,AGUDO CARPIO MARTHA CECILIA,CNB ARIAS FARMACYS,CNB,VIA A CHIQUINTAD,"VIA A CHIQUINTAD, CUENCA",EC,AZUAY,-79.00347099999999,-2.813526
1,AZUAY,CUENCA,CHIQUINTAD,BANRED,BANCO DE GUAYAQUIL,INIGUEZ REYES CARLOS EDUARDO,AUTOSERVICIO PATAMARKET,CNB,SECTOR PORTON PATAMARCA DIAGONAL AL COND,"SECTOR PORTON PATAMARCA DIAGONAL AL COND, CUENCA",EC,AZUAY,-78.98323909999999,-2.868866
1,AZUAY,CUENCA,CHIQUINTAD,BANRED,BANCO DE GUAYAQUIL,INIGUEZ REYES CARLOS EDUARDO,AUTOSERVICIO PATAMARKET 2,CNB,OCHOA LEON VIA PATAMARCA DENTRO DE GASOL,"OCHOA LEON VIA PATAMARCA DENTRO DE GASOL, CUENCA",EC,AZUAY,-78.97162,-2.8640877
1,AZUAY,CUENCA,CUENCA,Banco del Pacífico,TRANSFERUNION,TRANSFERUNION,CAB MALL DEL RIO CUENCA,CNB,AVENIDA FELIPE II Y CIRCUNVALACION SUR CENTRO COMERCIAL MALL DEL RIO,"AVENIDA FELIPE II Y CIRCUNVALACION SUR CENTRO COMERCIAL MALL DEL RIO, CUENCA",EC,AZUAY,-79.0149038,-2.9193189
1,AZUAY,CUENCA,CUENCA,Banco del Pacífico,TRANSFERUNION,TRANSFERUNION,CAB MONAY SHOPING CUENCA,CNB,AVENIDA GONZALEZ SUAREZ Y EMILIO ZAPATA DENTRO DEL CENTRO COMERCIAL NIVEL 3 EDIFICIO CENTRO COMERCIAL MONAY SHOPPING CENTER OFICINA B01,"AVENIDA GONZALEZ SUAREZ Y EMILIO ZAPATA DENTRO DEL CENTRO COMERCIAL NIVEL 3 EDIFICIO CENTRO COMERCIAL MONAY SHOPPING CENTER OFICINA B01, CUENCA",EC,AZUAY,-78.9767583,-2.8976016000000002
1,AZUAY,CUENCA,CUMBE,Financoop,COOPERATIVA DE AHORRO Y CREDITO LA MERCED LTDA,COOPERATIVA DE AHORRO Y CREDITO LA MERCED LTDA,AGENCIA CUMBE,COAC,AV 24 DE MAYO S-N,"AV 24 DE MAYO S-N, CUENCA",EC,AZUAY,-78.9873963,-2.9123689
1,AZUAY,CUENCA,CUMBE,Banco del Pacífico,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,AGENCIA PLAZA CENTRAL,COAC,Centro de Cumbe,"Centro de Cumbe, CUENCA",EC,AZUAY,-79.0079949,-3.0902132
1,AZUAY,CUENCA,CUMBE,BANRED,BANCO PICHINCHA,TEPAN ZHAGUI CRISTIAN GUSTAVO,COMPUOFFIS,CNB,VIA JIMA,"VIA JIMA, CUENCA",EC,AZUAY,-79.001812,-3.1799774
1,AZUAY,CUENCA,CUMBE,BANRED,BANCO DE GUAYAQUIL,GUAMAN MOROCHO JULIO CESAR,COMERCIAL GUAMAN,CNB,PANAMERICANA SUR SECTOR LOS OLIVOS A DOS,"PANAMERICANA SUR SECTOR LOS OLIVOS A DOS, CUENCA",EC,AZUAY,-76.9748214,-12.0552367
1,AZUAY,CUENCA,CUMBE,BANRED,BANCO DE GUAYAQUIL,TOBAY GUINANSACA ROSA ELENA,COMERCIAL CALLE SUCRE,CNB,CUMBRE CENTRO S/N S/N,"CUMBRE CENTRO S/N S/N, CUENCA",EC,AZUAY,-78.9176856,-2.8521008
1,AZUAY,CUENCA,EL BATÁN,Banco del Pacífico,TRANSFERUNION,TRANSFERUNION,AG CC CORAL EL BATAN CUENCA,CNB,"AV REMIGIO CRESPO TORAL S/N SANTA CRUZ, A 600 METROS DEL ARENAL","AV REMIGIO CRESPO TORAL S/N SANTA CRUZ, A 600 METROS DEL ARENAL, CUENCA",EC,AZUAY,-79.0039446,-2.9019617
1,AZUAY,CUENCA,EL BATÁN,Banco del Pacífico,TRANSFERUNION,TRANSFERUNION,TIA EL ARENAL CUE,CNB,"AVENIADA DE LAS AMÉRICAS Y CALLE CARLOS ARIZAGA, DENTRO DEL ALMACÉN TIA ARENAL.","AVENIADA DE LAS AMÉRICAS Y CALLE CARLOS ARIZAGA, DENTRO DEL ALMACÉN TIA ARENAL., CUENCA",EC,AZUAY,-79.027565,-2.8993857
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO PICHINCHA,RIERA PEREZ DIEGO FERNANDO,MI FARMA,CNB,FRANCISCO AGUILAR,"FRANCISCO AGUILAR, CUENCA",EC,AZUAY,-79.03273209999999,-2.9005504
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO PICHINCHA,SANGURIMA SARI ANGEL JOSELITO,JHOCET,CNB,AV. MEXICO,"AV. MEXICO, CUENCA",EC,AZUAY,-79.02772689999999,-2.9029578
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO PICHINCHA,SUMBA SUMBA ROSA ELENA,RAMONCINA CABNET,CNB,EDUARDO ARIAS,"EDUARDO ARIAS, CUENCA",EC,AZUAY,-79.0262928,-2.8962274
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO PICHINCHA,ORDOÑEZ ORTEGA MILTON OSWALDO,"PAPELERÍA, INTERNET Y BAZAR",CNB,LA VERDAD,"LA VERDAD, CUENCA",EC,AZUAY,-79.02433289999999,-2.8963806
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO PICHINCHA,PASTUISACA PASUISACA LUIS MIGUEL,KIROSFOOD,CNB,FLOREANA,"FLOREANA, CUENCA",EC,AZUAY,-79.0208859,-2.895085
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO PICHINCHA,MORA HUIRACOCHA LILIA FABIOLA,EL GRAN AHORRO DISTRIBUIDORA,CNB,LEOPOLDO DAVILA,"LEOPOLDO DAVILA, CUENCA",EC,AZUAY,-79.0304929,-2.9006021
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO PICHINCHA,JADAN SUMBA JOSE FERNANDO,MULTICABINAS 2,CNB,ROBERTO CRESPO,"ROBERTO CRESPO, CUENCA",EC,AZUAY,-79.003888,-2.9117203
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO PICHINCHA,BERMEO ESCANDON MARTHA LUCIA,WESTERN UNION,CNB,AV. DE LAS AMERICAS,"AV. DE LAS AMERICAS, CUENCA",EC,AZUAY,-79.03496609999999,-2.9100879
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,REINOSO ZHUNIO MAGALY DE JESUS,FARMACIA CRUZ AZUL- FERIA LIBRE,CNB,AV. AMERICA S/N Y CALLE ECUADOR (FARMACI,"AV. AMERICA S/N Y CALLE ECUADOR (FARMACI, CUENCA",EC,AZUAY,-79.00589649999999,-2.9001285
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,ARIAS ALEMAN CARLOS GERARDO,KAREN INTERNET,CNB,AV. ORDOnEZ LASSO Y LOS CEREZOS ESQ.,"AV. ORDOnEZ LASSO Y LOS CEREZOS ESQ., CUENCA",EC,AZUAY,-79.0358565,-2.8884132
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,PAREDES GALARZA OLGA NARCISA,PAPELERIA Y BAZAR SEÑOR DE ANDACOCHA,CNB,CESAR ANDRADE S/N Y AV. ORDOÑEZ LAZO,"CESAR ANDRADE S/N Y AV. ORDOÑEZ LAZO, CUENCA",EC,AZUAY,-74.0059728,40.7127753
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,AUQUILLA SEMINARIO JHANET MARICELA,INTERNET JHANET,CNB,AV. UNIDAD NACIONAL 4-89 Y ESMERALDAS,"AV. UNIDAD NACIONAL 4-89 Y ESMERALDAS, CUENCA",EC,AZUAY,-79.02067579999999,-2.900171
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,REINOSO ZHUNIO MAGALY DE JESUS,FARMACIA CRUZ AZUL ARENAL,CNB,AV AMERICAS Y AMAZONAS,"AV AMERICAS Y AMAZONAS, CUENCA",EC,AZUAY,-79.0261151,-2.8981939
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,PINTADO CHANGOLUISA DIANA JANNETH,FARMACIA ECOFARM,CNB,CAYAMBE 4-139 Y PASEO CAYAMBE SECTOR LAS,"CAYAMBE 4-139 Y PASEO CAYAMBE SECTOR LAS, CUENCA",EC,AZUAY,-79.0228633,-2.8843136
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,CEDILLO MARQUEZ LUZ AURORA,MINIMERCADO EL EJIDO,CNB,ENRIQUE ARIZAGA TORAL Y VICTOR TINOCO CH,"ENRIQUE ARIZAGA TORAL Y VICTOR TINOCO CH, CUENCA",EC,AZUAY,-79.0366896,-2.9026727
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,CEDILLO MARQUEZ LUZ AURORA,TIENDA JUAN PABLO II,CNB,FRANCISCO AGUILAR Y MARIANO ESTRELLA,"FRANCISCO AGUILAR Y MARIANO ESTRELLA, CUENCA",EC,AZUAY,-79.033367,-2.9002636
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,JIMENEZ CORNEJO JUAN JOSE,GALPON AGROVETERINARIA,CNB,EDUARDO ARIAS Y LUIS BRAVO A 1 CUADRA DE,"EDUARDO ARIAS Y LUIS BRAVO A 1 CUADRA DE, CUENCA",EC,AZUAY,-79.0262928,-2.8962274
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,LEON QUINDE PIEDAD DEL ROSARIO,MINIMARKET PIA,CNB,GRAN COLOMBIA 23-145 Y AV DE LAS AMERICA,"GRAN COLOMBIA 23-145 Y AV DE LAS AMERICA, CUENCA",EC,AZUAY,-79.02314539999999,-2.8917914
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,HINOSTROZA ALVARADO ANA TARCILA,TIENDA JULIAN / ANTONELA,CNB,SAN JOSE DE BALZAY Y CAMINO DEL TEJAR FE,"SAN JOSE DE BALZAY Y CAMINO DEL TEJAR FE, CUENCA",EC,AZUAY,-79.0450752,-2.8757185
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,CABRERA SALDANA ELSA MARGARITA,FARMACIA REY DAVID,CNB,SAN MARTIN AV ORDOÑEZ LAZO BARRIO SAN MA,"SAN MARTIN AV ORDOÑEZ LAZO BARRIO SAN MA, CUENCA",EC,AZUAY,-79.0556826,-2.8835872
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,LOJA SINCHI VERONICA MARIBEL,MINI SUPER 8 NUMERO 2,CNB,S/N SAN SEBASTIAN LOS HORNOS Y LADRILLER,"S/N SAN SEBASTIAN LOS HORNOS Y LADRILLER, CUENCA",EC,AZUAY,-79.0263645,-2.8900829
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,ANDRADE OCHOA MARCO HERNAN,FARMACIA SENOR DE ANDACOCHA,CNB,AV ORDONEZ LAZO Y DE LA HIGUERILLA A 1 C,"AV ORDONEZ LAZO Y DE LA HIGUERILLA A 1 C, CUENCA",EC,AZUAY,-79.03392079999999,-2.888967
1,AZUAY,CUENCA,EL BATÁN,BANRED,BANCO DE GUAYAQUIL,GUAILLAS GUTAMA DAISY ALEXANDRA,GALAXY COM,CNB,ROBERTO CRESPO ORDENEZ Y EDUARDO ARIAS,"ROBERTO CRESPO ORDENEZ Y EDUARDO ARIAS, CUENCA",EC,AZUAY,-79.02693909999999,-2.8959751
